Player Name,Position,Height (inches),Weight (pounds),Draft Round,Draft Pick,College PPG,College RPG,College APG,College Shooting %,College 3PT %,College FT %,Rookie Year PPG,Rookie Year RPG,Rookie Year APG,Rookie FG%,Rookie 3PT%,Rookie FT%,Success
Joe Dumars,Guard,75,195,1,18,22.5,4.2,2.8,46.2,62.5,78.8,9.38,1.45,4.76,48.1,31.3,79.8,0
Joe Harris,Guard-Forward,78,220,2,33,3.1,1.6,0.3,45.2,37.5,0,2.67,0.8,0.51,40,36.9,60,0
Joe Johnson,Guard-Forward,79,240,1,10,15,6.1,2.4,46.6,40.6,75.3,6.33,2.9,1.54,43.9,27.3,76.9,0
Joe Smith,Forward-Center,82,225,1,1,20.2,10.7,1,55.1,42.3,73.8,15.26,8.74,0.96,45.8,35.7,77.3,0
Joe Stephens,Forward,79,210,Undrafted,Undrafted,7.6,4.4,0.8,41.4,30.2,67.7,1.5,1.5,0,20,33.3,0,0
Joe Wieskamp,Guard-Forward,78,205,2,41,13.2,5.8,1.5,46.7,41.2,77.1,2.1,0.48,0.31,35.7,32.6,53.8,0
Joe Wolf,Forward,83,230,1,13,9.6,5.5,1.9,55.1,57.5,76.5,7.62,4.45,2.33,40.7,20,83.3,0
Joe Young,Guard,74,185,2,43,3.8,1.8,0.6,37.7,34,73.7,3.76,1.22,1.59,36.7,21.7,80,0
Joel Ayayi,Guard,76,180,Undrafted,Undrafted,8.8,5.2,2.3,52.9,36,77.6,0.29,0.43,0.57,16.7,0,0,0
Joel Bolomboy,Forward-Center,81,235,2,52,11.4,10.1,0.7,52.8,37.1,71.3,1.83,1.42,0.17,56.3,25,50,0
Joel Embiid,Center-Forward,84,280,1,3,11.2,8.1,1.4,62.6,20,68.5,20.23,7.84,2.13,46.6,36.7,78.3,0
Joey Graham,Forward,79,230,1,16,13,5.2,1.6,52.7,37.8,80.9,6.66,3.05,0.75,47.8,33.3,81.2,0
John Amaechi,Forward-Center,82,270,Undrafted,Undrafted,12.7,7.5,1.1,51.4,30.4,69,2.75,1.86,0.32,41.4,0,57.6,0
John Battle,Guard,74,175,4,84,12.1,2.4,1.5,48.8,34.2,70.7,4.33,0.97,1.16,45.5,0,72.8,0
John Celestand,Guard,75,190,2,30,9.9,2.8,3.6,41,33,73.1,2.31,0.69,1.25,33.3,22.2,83.3,0
John Collins,Forward-Center,81,226,1,19,13.4,7,0.4,60.1,0,72.9,10.5,7.31,1.32,57.6,34,71.5,0
John Cox,Guard,74,180,8,159,13.2,3.7,2,41.1,37.1,76.2,4.14,1.43,0.86,35.1,0,50,0
John Henson,Forward-Center,81,219,1,14,10.3,8.1,1,49.7,20.8,48.4,6.03,4.71,0.49,48.2,0,53.3,0
John Holland,Guard,77,205,Undrafted,Undrafted,17.1,5.6,1.2,43.4,35.5,80.7,2.25,1,0.21,28.8,30.6,69.2,0
John Jenkins,Guard,76,215,1,23,16.9,2.7,1.1,46.8,43.8,85.6,6.13,1.54,0.92,44.6,38.4,84.3,0
John Konchar,Guard,77,210,Undrafted,Undrafted,15.5,8.6,4.2,55.6,41.6,69.7,2.84,2.47,1.16,64.9,50,50,0
John Morton,Forward,75,180,1,25,12.4,2.4,3.5,45.3,39.1,77.1,3.95,0.86,1.81,29.8,23.3,69.4,0
John Salmons,Forward,78,210,1,26,10.4,5.5,3.5,46.6,32.1,80.5,2.06,0.92,0.73,41.4,32.3,74.3,0
John Starks,Guard,77,190,Undrafted,Undrafted,15.4,4.7,4.6,49.7,38,83.8,4.06,1.14,0.75,40.8,38.5,65.4,0
John Thomas,Center,81,265,1,25,7.1,5.1,0.7,49.6,0,53.6,3.27,2.12,0.39,51.3,0,78.8,0
John Wall,Guard,75,210,1,1,16.6,4.3,6.5,46.1,32.5,75.4,16.39,4.59,8.32,40.9,29.6,76.6,1
John Wallace,Forward,81,225,1,18,16.7,8.4,2,53.3,39,73.8,4.78,2.28,0.54,51.7,50,71.8,0
Johnathan Motley,Forward,80,230,Undrafted,Undrafted,12,6.4,1.3,51.9,24,65.4,8.73,4.45,0.64,53.3,16.7,53.6,0
Johnathan Williams,Forward,81,228,Undrafted,Undrafted,0.5,0.1,0.1,25,50,50,6.54,4.12,0.54,59.1,0,56.3,0
Johnny Dawkins,Guard,74,165,1,10,19.2,4,4.2,50.8,35.2,79,10.31,2.09,3.58,43.7,29.8,80.1,0
Johnny Juzang,Guard,77,209,Undrafted,Undrafted,11.6,3.6,1.2,43.1,35.2,85.3,4.83,2.17,0.44,33.7,23.8,50,0
Johnny Taylor,Forward,81,220,1,17,17.3,7.2,2,49.7,33.7,69.2,3.17,1.08,0.08,35.1,50,68.8,0
Jon Barry,Guard,77,210,1,21,14.4,3.6,4.5,42.1,37.1,71.7,4.38,0.91,1.45,36.9,33.3,67.3,0
Jon Brockman,Forward,79,255,2,38,13.8,9.8,1,53.4,0,61.2,2.83,4.1,0.42,53.4,0,59.7,0
Jon Leuer,Forward,82,228,2,40,11.2,4.5,1.1,48.2,36.8,72.3,4.74,2.61,0.54,50.8,33.3,75,0
Jon Teske,Center,85,265,Undrafted,Undrafted,6.6,4.8,0.7,50.1,27.1,63.1,0,0.67,0.33,0,0,0,0
Jonah Bolden,Forward,80,225,2,36,4.6,4.8,1.1,41.5,25,73.3,4.7,3.75,0.91,49.4,35.4,48.1,0
Jonathan Gibson,Guard,74,185,Undrafted,Undrafted,11.8,1.9,1.8,43.6,39.8,75.8,6.24,1.29,1.53,36.8,33.3,72.4,0
Jonathan Isaac,Forward,82,230,1,6,12,7.8,1.2,50.8,34.8,78,5.37,3.67,0.67,37.9,34.8,76,0
Jonathan Kerner,Center,83,245,Undrafted,Undrafted,6.8,4.2,0.7,45.4,25,67.8,0,0,0,0,0,0,0
Jonathon Simmons,Forward,78,195,0,0,14.7,5,2.2,51.2,38.6,71.6,6.02,1.75,1.05,50.4,38.3,75,0
Jonny Flynn,Guard,72,185,1,6,16.6,2.7,6,46,33.3,78.2,13.51,2.36,4.4,41.7,35.8,82.6,0
Jontay Porter,Center-Forward,82,240,Undrafted,Undrafted,9.9,6.8,2.2,43.7,36.4,75,2,1.27,0.09,53.3,37.5,60,0
Jordan Adams,Guard,77,209,1,22,16.4,4.6,2.1,46.7,33.1,83.9,3.13,0.93,0.53,40.7,40,60.9,0
Jordan Bell,Forward,79,216,2,38,7.8,6.8,1.5,61,18.8,63,4.6,3.63,1.79,62.7,0,68.2,0
Jordan Bone,Guard,74,180,2,57,9.7,2.4,4.3,42.4,35.3,81.7,1.2,0.4,0.8,25,20,0,0
Jordan Clarkson,Guard,75,194,2,46,15.4,3.3,2.7,44,32.2,80.5,11.92,3.24,3.49,44.8,31.4,82.9,0
Jordan Crawford,Guard,77,195,1,27,15.5,4.1,2.6,45.5,38.4,76.5,4.19,1.75,0.94,35.1,33.3,66.7,0
Jordan Farmar,Guard,74,180,1,26,13.3,3,5.2,41,33.3,76,4.44,1.65,1.9,42.2,32.8,71.1,0
Jordan Ford,Guard,73,175,Undrafted,Undrafted,14.5,2.3,1.8,49,41.6,80.6,2,0.33,0.33,57.1,66.7,100,0
Jordan Goodwin,Guard,76,200,Undrafted,Undrafted,12.8,8.8,3.5,42.3,27.1,58,0,0.5,0,0,0,0,0
Jordan Hall,Guard,79,215,Undrafted,Undrafted,12.7,6.3,5.7,38.9,35.8,74.8,3.11,1.33,1.22,32.1,20,77.8,0
Jordan Hamilton,Guard-Forward,79,220,1,26,4.3,1.4,0.5,42.5,32.4,75.3,4.42,2.38,0.77,43.2,36.2,40,0
Jordan Hawkins,Guard,77,190,1,14,11.8,3,1,39.6,37.6,87.2,7.82,2.21,1.04,38.2,36.6,83.8,0
Jordan Loyd,Guard,76,210,Undrafted,Undrafted,5.9,3.5,1.8,36.7,25.9,66.1,2.42,0.75,0.5,44.4,50,81.8,0
Jordan McLaughlin,Guard,72,185,Undrafted,Undrafted,12.9,3.5,5.8,43.9,37.9,73.8,7.63,1.63,4.17,48.9,38.2,66.7,0
Jordan McRae,Guard,77,179,2,58,13.3,3.3,1.8,41.7,34.3,76.9,5.29,1.14,1.43,42.3,27.3,80,0
Jordan Mickey,Center-Forward,80,235,2,33,14,8.8,1.2,51.8,7.1,66.9,1.31,0.81,0.06,36.4,0,50,0
Jordan Miller,Guard,77,194,2,48,11,3,1.6,38,33.5,78,1.62,0.62,0,55.6,50,100,0
Jordan Nwora,Forward,80,225,2,45,13.9,6,1,44.5,39.4,78.5,5.7,2,0.23,45.9,45.2,76,0
Jordan Poole,Guard,76,194,1,28,9.4,2.2,1.4,43.4,37,83.1,8.82,2.07,2.35,33.3,27.9,79.8,0
Jordan Schakel,Guard,78,200,Undrafted,Undrafted,8.5,3.3,0.8,44.3,42.7,87,1.25,2,0,9.1,16.7,100,0
Jordan Sibert,Guard,76,187,,,9.5,2.1,1.3,43,36.4,73.8,3,0,0,100,100,0,0
Jordan Walsh,Guard,78,205,2,38,7.1,3.9,0.9,43.3,27.8,71.2,1.67,2.22,0.56,40,22.2,50,0
Jorge Gutierrez,Guard,75,189,Undrafted,Undrafted,9.6,3.8,3.3,43,34,73.7,4.13,1.47,2,46.3,25,75,0
Jose Alvarado,Guard,72,179,Undrafted,Undrafted,13.5,3.6,3.6,44.4,34.1,79,6.11,1.85,2.81,44.6,29.1,67.9,0
Jose Ortiz,Forward,82,225,1,15,19.8,8.7,1.5,55.7,50,70.3,2.76,1.14,0.22,44,0,59.6,0
Joseph Forte,Guard,76,194,1,21,18.7,5.8,3,45.4,36.8,81,0.75,0.75,0.75,8.3,0,100,0
Josh Akognon,Guard,71,185,Undrafted,Undrafted,15.2,2.6,1.3,40.8,37.2,87.1,1.67,0.33,0.33,50,50,0,0
Josh Childress,Forward-Guard,80,210,1,6,12.3,6.8,1.8,43.8,33.5,75.5,10.09,6.02,1.89,47,23.2,82.3,0
Josh Christopher,Guard,76,215,1,24,14.3,4.7,1.4,43.2,30.5,80,7.93,2.51,2.03,44.8,29.6,73.5,0
Josh Davis,Forward,80,235,Undrafted,Undrafted,12.1,8,1.4,49.7,27.8,64.2,1.25,1.25,0,40,0,100,0
Josh Grant,Forward,81,223,2,43,15.3,8.1,3,49.4,37.8,82.7,2.96,1.68,0.45,40.4,27.9,75.9,0
Josh Gray,Guard,72,180,Undrafted,Undrafted,7.3,2.2,2.9,39.2,21.6,65.1,6.4,2,2.4,26.8,23.1,63.6,0
Josh Harrellson,Forward-Center,82,275,2,45,4.7,4.7,0.4,54.9,31,64.9,4.38,3.89,0.3,42.3,33.9,61.5,0
Josh Hart,Guard,76,215,1,30,13.2,5.6,1.8,51.1,38.9,72,7.87,4.17,1.27,46.9,39.6,70.2,0
Josh Howard,Forward-Guard,79,210,1,29,13.9,6.6,1.9,48.3,35.3,70.8,8.58,5.49,1.45,43,30.3,70.3,0
Josh Huestis,Guard,79,230,1,29,7.5,6.2,0.8,45.1,31.9,61,2.8,2,0,41.7,66.7,0,0
Josh Jackson,Guard-Forward,80,207,1,4,8.7,4.6,0.6,51.7,0,61.5,13.14,4.56,1.55,41.7,26.3,63.4,0
Josh McRoberts,Forward-Center,82,240,2,37,10.8,6.5,2.4,54,27.8,66.4,1.5,1.25,0.25,60,0,0,0
Josh Minott,Forward,80,205,2,45,6.6,3.8,0.9,52.2,14.3,75.4,3.07,1.67,0.33,50,33.3,100,0
Josh Okogie,Guard,76,213,1,20,16.9,5.8,2,43.7,38.2,77.7,7.7,2.95,1.23,38.6,27.9,72.8,0
Josh Powell,Forward,81,240,Undrafted,Undrafted,9.7,4.5,1,55.3,28.9,72.9,2.97,2.19,0.24,45.7,0,80,0
Josh Reaves,Guard-Forward,76,214,Undrafted,Undrafted,8.9,4.5,2.6,43.8,32.4,70.2,2,0.75,0.75,33.3,0,100,0
Josh Richardson,Guard,77,200,2,40,6.1,2.8,0.5,44.5,0,56,6.56,2.06,1.4,45.2,46.1,66.7,0
Josh Selby,Guard,74,183,2,49,7.9,2.2,2.2,37.3,36.2,75.7,2.25,0.54,1.07,34.7,13.3,78.6,0
Joshua Primo,Guard,76,189,1,12,8.1,3.4,0.8,43.1,38.1,75,5.76,2.26,1.62,37.4,30.7,74.6,0
Jrue Holiday,Guard,76,205,1,17,8.5,3.8,3.7,45,30.7,72.6,8.04,2.62,3.84,44.2,39,75.6,0
Juan Dixon,Guard,75,165,1,17,16.1,4.2,2.6,46.8,38.9,85,6.43,1.71,0.95,38.4,29.8,80.4,0
Juaquin Hawkins,Forward,79,205,Undrafted,Undrafted,6.9,3.8,2,47.2,19.1,51.9,2.31,1.34,0.81,38.5,41.7,50,0
Jud Buechler,Guard-Forward,78,228,2,38,8.7,4.9,2,54.7,38.1,74.3,3.14,1.91,0.69,41.6,25,65.2,0
Julian Champagnie,Forward,79,217,Undrafted,Undrafted,16,6.8,1.4,42.9,34.8,81.5,0,0,0,0,0,0,0
Julian Phillips,Forward,80,198,2,35,8.3,4.7,1.4,41.1,23.9,82.2,2.22,0.9,0.32,41.6,31.6,68.4,0
Julian Strawther,Guard,78,205,1,29,10.9,4.6,0.9,48.4,38.4,74.5,4.54,1.22,0.94,36.9,29.7,71,0
Julian Washburn,Forward-Guard,80,209,,,11.7,3.8,2.1,43.5,34.1,69.9,2.22,2.28,0.78,33.3,20.8,75,0
Julian Wright,Forward,80,225,1,13,10.4,6.3,2,55.5,18.8,59.1,3.91,2.05,0.7,53.3,41.7,63.5,0
Julius Hodge,Guard,79,220,1,20,15.8,6,3.5,47.3,32.9,76,0.93,0.5,0.43,38.5,0,37.5,0
Julius Nwosu,Forward,82,255,Undrafted,Undrafted,14.3,7.4,0.5,56.2,0,60.5,1.35,1.04,0.13,32.1,0,76.5,0
Julius Randle,Forward-Center,80,250,1,7,15,10.4,1.4,50.1,16.7,70.6,2,0,0,33.3,0,0,0
Julyan Stone,Guard,78,200,Undrafted,Undrafted,5.8,5.5,5.2,42.5,26.5,61.7,1.64,1.14,1.68,41.9,18.2,72.7,0
Jumaine Jones,Forward,80,230,1,27,16.6,9,1,44.9,35.1,75.1,1.73,1.15,0.15,37.9,50,61.1,0
Junior Burrough,Forward,80,242,2,33,15.3,7.2,0.9,44.9,28.3,67.3,3.1,1.79,0.25,37.6,0,65.6,0
Justin Anderson,Forward-Guard,77,231,1,21,8.9,3.5,1.8,43,35.7,75.2,3.78,2.4,0.53,40.6,26.5,80,0
Justin Champagnie,Guard-Forward,78,206,Undrafted,Undrafted,14.7,8.5,1,44.6,28,74.5,2.25,2,0.31,46.3,35.7,100,0
Justin Dentmon,Guard,71,185,Undrafted,Undrafted,10.7,3.2,3,42.8,34.9,78.9,2,0.5,0.5,33.3,0,0,0
Justin Hamilton,Center,84,255,2,45,6.9,2.6,2.7,48.9,33.1,73.9,0,0,0,0,0,0,0
Justin Harper,Forward,82,225,2,32,10.6,4.8,0.7,48.3,38.2,71.1,1.43,0.86,0.14,29,15.4,0,0
Justin Holiday,Forward-Guard,78,180,Undrafted,Undrafted,5.3,3.6,1.5,44.3,34.3,73.6,4.67,1.56,1.67,33.3,25,75,0
Justin James,Guard-Forward,79,190,2,40,4.8,2.9,0.6,40.2,33.6,67.6,2.47,0.89,0.5,41.7,31,47.6,0
Justin Minaya,Forward,77,205,Undrafted,Undrafted,7.3,5.4,1.7,40.2,29.6,63.9,4.25,3.75,1,30.4,25,0,0
Justin Patton,Center,83,241,1,16,12.9,6.2,1.2,67.6,53.3,51.7,2,0,0,50,0,0,0
Justin Reed,Forward,80,240,2,40,14.6,6.3,1.1,47.6,28.5,70.7,1.78,0.7,0.43,51.7,0,73.3,0
Justin Robinson,Guard,73,195,,,11.4,2.9,3,41.6,43.1,85.7,1.44,0.56,0.78,41.7,60,0,0
Justin Williams,Forward-Center,82,260,Undrafted,Undrafted,10.1,8.7,0.6,53.8,0,57.4,5.04,4.42,0.08,61.4,0,36.5,0
Justin Wright-Foreman,Guard,72,190,2,53,18.6,2.9,2.1,48.3,38.6,81.1,4.75,1.25,1.75,35,20,75,0
Justise Winslow,Forward-Guard,78,222,1,10,12.6,6.5,2.1,48.6,41.8,64.1,6.44,5.17,1.51,42.2,27.6,68.4,0
Juwan Howard,Forward,81,250,1,5,15.3,7.5,2,51,9.1,68.8,16.98,8.38,2.54,48.9,0,66.4,1
Juwan Morgan,Forward,79,232,Undrafted,Undrafted,10.7,5.9,1.2,56.2,29.7,67.1,1.71,1.38,0.29,57.7,37.5,75,0
KJ McDaniels,Guard-Forward,78,205,2,32,11,4.8,0.9,45,31.3,76.7,9.15,3.75,1.35,39.9,29.3,75.6,0
Kadeem Allen,Guard,73,200,2,53,9.1,3.6,3.3,45.9,40,72.5,1.06,0.61,0.67,27.3,0,77.8,0
Kai Jones,Center-Forward,83,221,1,19,6.2,4,0.5,55.3,34.5,67.7,1.05,0.52,0.19,64.3,50,37.5,0
Kaiser Gates,Forward,79,225,,,5.5,3.8,0.6,40.6,35.7,71.2,0,1,0,0,0,0,0
Kalin Lucas,Guard,73,195,Undrafted,Undrafted,14.2,1.9,4,42.5,37.7,79.6,0,0,0,0,0,0,0
Kaniel Dickens,Forward,80,215,2,50,9.3,5.7,0.6,48.3,35.1,63,2.33,0.67,0,100,0,50,0
Kannard Johnson,Forward,81,220,2,41,13.8,6.7,1,53.6,0,74.7,0.5,0,0,33.3,0,0,0
Kareem Rush,Guard,78,215,1,20,18.9,5.4,2.1,44.5,42.2,77.7,2.99,1.24,0.89,39.3,27.9,69.6,0
Karl-Anthony Towns,Center-Forward,84,248,1,1,10.3,6.7,1.1,56.6,25,81.3,18.33,10.46,1.96,54.2,34.1,81.1,0
Kasib Powell,Forward,79,215,Undrafted,Undrafted,15.1,6.1,4.1,49.2,21.7,62.9,7.64,4,1.64,36.8,24.2,66.7,0
Kawhi Leonard,Forward,79,225,1,15,14.1,10.2,2.2,44.9,25,74.4,7.92,5.11,1.09,49.3,37.6,77.3,0
Kebu Stewart,Forward,80,239,2,35,18,10.8,0.8,49,20,63.8,2.67,2.07,0.13,46.2,0,64,0
Keegan Murray,Forward,80,225,1,4,15.8,7,1,54.3,37.3,74.9,12.2,4.64,1.23,45.3,41.1,76.5,0
Keifer Sykes,Guard,71,167,Undrafted,Undrafted,16.5,3.7,4.1,45.4,32.7,78.2,5.62,1.41,1.94,36.3,30,88.2,0
Keita Bates-Diop,Forward,80,229,2,48,11.7,5.7,1.1,47.2,35.2,77.6,5.03,2.77,0.57,42.3,25,64.3,0
Keith Appling,Guard,73,185,Undrafted,Undrafted,10.6,3,3.3,43.1,33.4,74.8,1.2,0.2,0.2,25,0,100,0
Keith Askins,Forward-Guard,80,215,Undrafted,Undrafted,6.7,4.3,0.7,45.3,40,65.8,2.21,1.74,0.49,42,24,48,0
Keith Benson,Forward-Center,83,230,2,48,14.1,8.2,0.7,55.8,37.9,67.9,0,1,0,0,0,0,0
Keith Bogans,Guard-Forward,77,215,2,43,14.2,4.1,2.3,43.7,34.2,68.8,6.82,4.34,1.34,40.3,35.8,63.1,0
Keith Booth,Forward,78,226,1,28,14.1,7.3,2.3,45.6,21,69.9,1.67,0.67,0.17,33.3,0,100,0
Keith Closs,Center,87,212,Undrafted,Undrafted,11.9,8.4,1.1,53.3,23.3,60.1,4,2.9,0.33,44.9,0,59.7,0
Keith Jennings,Guard,67,160,Undrafted,Undrafted,15.7,3.9,7.7,54.9,49.3,86.1,8.62,1.38,2.88,59.5,55.6,77.8,0
Keith Langford,Guard,76,215,Undrafted,Undrafted,13.3,4.3,2.4,49.5,32.8,64.9,1,1,0,25,0,0,0
Keith McLeod,Guard,74,190,Undrafted,Undrafted,17.1,3.2,2.8,42.6,39.9,79.1,2.67,1.03,1.79,32.9,10,76.7,0
Keith Owens,Forward,79,225,Undrafted,Undrafted,3.2,3,0.6,55.6,0,72.1,1.3,0.75,0.15,28.1,0,80,0
Keith Smart,Guard,73,175,2,41,12.1,3,3.1,51.8,34.4,85.6,1,0.5,1,0,0,100,0
Keith Tower,Center,83,250,Undrafted,Undrafted,4.4,4.6,0.9,43.4,0,57.3,0.73,0.55,0.09,44.4,0,0,0
Keith Van Horn,Forward,82,245,1,2,20.8,8.8,1.2,52.2,40.1,85.1,19.66,6.58,1.71,42.6,30.8,84.6,1
Kelan Martin,Forward,77,230,Undrafted,Undrafted,15.1,5.2,1.2,43.7,34.8,78.6,6.35,3.1,0.74,39.2,26,96.8,0
Keldon Johnson,Forward-Guard,77,220,1,29,13.5,5.9,1.6,46.1,38.1,70.3,9.06,3.35,0.88,59.6,59.1,79.5,0
Kelenna Azubuike,Guard,77,215,Undrafted,Undrafted,10,3.7,1,48.5,37.3,75.2,7.1,2.29,0.68,44.5,43,78.2,0
Keljin Blevins,Guard,76,200,,,7.6,4.4,1,39.9,23.4,64.5,0.71,0.59,0.24,25,25,0,0
Kelly McCarty,Guard-Forward,79,200,Undrafted,Undrafted,11.9,7.3,1.3,42.1,29.7,69.1,2,1.5,0,66.7,0,0,0
